Seqsample,Seqorder,Microtiter_plate_well,Sample,Experiment,Plate_name,Strain,DNA_construct,Replicate,Transfer,Isolate,Transformation_library,verA,verB,Candidate,Count
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.3.T6.P,SeqCenter_2026-05-26_QUO1022807,D5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.3,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,3,6,P,verABLib_large,A90,B47,A90-B47,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.3.T6.P,SeqCenter_2026-05-26_QUO1022807,D5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.3,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,3,6,P,verABLib_large,A90,B75,A90-B75,37
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,4,3,P,verABLib_large,A143,B30,A143-B30,38
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,4,3,P,verABLib_large,A153,B168,A153-B168,3
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,4,3,P,verABLib_large,A153,B30,A153-B30,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,4,3,P,verABLib_large,A63,B151,A63-B151,4
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,4,3,P,verABLib_large,A78,B165,A78-B165,3
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,4,3,P,verABLib_large,A78,B26,A78-B26,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,4,3,P,verABLib_large,A78,B3,A78-B3,15
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,4,3,P,verABLib_large,A81,B3,A81-B3,13
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,4,3,P,verABLib_large,A81,B30,A81-B30,3
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,4,3,P,verABLib_large,A81,B75,A81-B75,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,4,3,P,verABLib_large,A81,B84,A81-B84,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,4,3,P,verABLib_large,A83,B138,A83-B138,7
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,4,4,P,verABLib_large,A143,B30,A143-B30,75
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,4,4,P,verABLib_large,A153,B168,A153-B168,11
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,4,4,P,verABLib_large,A162,B171,A162-B171,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,4,4,P,verABLib_large,A78,B165,A78-B165,7
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,4,4,P,verABLib_large,A78,B26,A78-B26,11
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,4,4,P,verABLib_large,A78,B3,A78-B3,25
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,4,4,P,verABLib_large,A81,B3,A81-B3,18
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,4,4,P,verABLib_large,A83,B138,A83-B138,20
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,4,4,P,verABLib_large,A90,B41,A90-B41,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5.T3.P,SeqCenter_2026-05-26_QUO1022807,F5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,5,3,P,verABLib_large,A195,B117,A195-B117,2
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5.T3.P,SeqCenter_2026-05-26_QUO1022807,F5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,5,3,P,verABLib_large,A63,B155,A63-B155,23
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5.T3.P,SeqCenter_2026-05-26_QUO1022807,F5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,5,3,P,verABLib_large,A78,B159,A78-B159,5
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5.T3.P,SeqCenter_2026-05-26_QUO1022807,F5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,5,3,P,verABLib_large,A81,B15,A81-B15,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5.T3.P,SeqCenter_2026-05-26_QUO1022807,F5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,5,3,P,verABLib_large,A81,B30,A81-B30,55
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5.T3.P,SeqCenter_2026-05-26_QUO1022807,F5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,5,3,P,verABLib_large,A81,B79,A81-B79,9
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5.T3.P,SeqCenter_2026-05-26_QUO1022807,F5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,5,3,P,verABLib_large,A90,B155,A90-B155,4
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5.T3.P,SeqCenter_2026-05-26_QUO1022807,F5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,5,3,P,verABLib_large,A90,B157,A90-B157,25
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5.T4.P,SeqCenter_2026-05-26_QUO1022807,F5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,5,4,P,verABLib_large,A63,B155,A63-B155,34
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5.T4.P,SeqCenter_2026-05-26_QUO1022807,F5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,5,4,P,verABLib_large,A78,B103,A78-B103,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5.T4.P,SeqCenter_2026-05-26_QUO1022807,F5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,5,4,P,verABLib_large,A78,B159,A78-B159,2
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5.T4.P,SeqCenter_2026-05-26_QUO1022807,F5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,5,4,P,verABLib_large,A81,B144,A81-B144,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5.T4.P,SeqCenter_2026-05-26_QUO1022807,F5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,5,4,P,verABLib_large,A81,B15,A81-B15,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5.T4.P,SeqCenter_2026-05-26_QUO1022807,F5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,5,4,P,verABLib_large,A81,B30,A81-B30,85
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5.T4.P,SeqCenter_2026-05-26_QUO1022807,F5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,5,4,P,verABLib_large,A81,B79,A81-B79,8
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5.T4.P,SeqCenter_2026-05-26_QUO1022807,F5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,5,4,P,verABLib_large,A90,B157,A90-B157,40
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5.T4.P,SeqCenter_2026-05-26_QUO1022807,F5,TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI_cleanup,5,4,P,verABLib_large,A96,B57,A96-B57,5
TFMN4.exp2.ACN3788.concX_pBAC2264_BglI.2.T13.P,SeqCenter_2026-05-26_QUO1022807,G10,TFMN4.exp2.ACN3788.concX_pBAC2264_BglI.2,TFMN4,exp2,ACN3788,concX_pBAC2264_BglI,2,13,P,verABLib_large,A152,B32,A152-B32,1
TFMN4.exp2.ACN3788.concX_pBAC2264_BglI.2.T13.P,SeqCenter_2026-05-26_QUO1022807,G10,TFMN4.exp2.ACN3788.concX_pBAC2264_BglI.2,TFMN4,exp2,ACN3788,concX_pBAC2264_BglI,2,13,P,verABLib_large,A176,B30,A176-B30,1
TFMN4.exp2.ACN3788.concX_pBAC2264_BglI.2.T13.P,SeqCenter_2026-05-26_QUO1022807,G10,TFMN4.exp2.ACN3788.concX_pBAC2264_BglI.2,TFMN4,exp2,ACN3788,concX_pBAC2264_BglI,2,13,P,verABLib_large,A176,B6,A176-B6,4
TFMN4.exp2.ACN3788.concX_pBAC2264_BglI.2.T13.P,SeqCenter_2026-05-26_QUO1022807,G10,TFMN4.exp2.ACN3788.concX_pBAC2264_BglI.2,TFMN4,exp2,ACN3788,concX_pBAC2264_BglI,2,13,P,verABLib_large,A196,B12,A196-B12,1
TFMN4.exp2.ACN3788.concX_pBAC2264_BglI.2.T13.P,SeqCenter_2026-05-26_QUO1022807,G10,TFMN4.exp2.ACN3788.concX_pBAC2264_BglI.2,TFMN4,exp2,ACN3788,concX_pBAC2264_BglI,2,13,P,verABLib_large,A196,B132,A196-B132,1
TFMN4.exp2.ACN3788.concX_pBAC2264_BglI.2.T13.P,SeqCenter_2026-05-26_QUO1022807,G10,TFMN4.exp2.ACN3788.concX_pBAC2264_BglI.2,TFMN4,exp2,ACN3788,concX_pBAC2264_BglI,2,13,P,verABLib_large,A196,B4,A196-B4,159
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.1.T3.P,SeqCenter_2026-05-26_QUO1022807,B10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.1,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,1,3,P,verABLib_large,A78,B155,A78-B155,24
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.1.T3.P,SeqCenter_2026-05-26_QUO1022807,B10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.1,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,1,3,P,verABLib_large,A78,B3,A78-B3,4
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.1.T4.P,SeqCenter_2026-05-26_QUO1022807,B10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.1,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,1,4,P,verABLib_large,A78,B155,A78-B155,157
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.1.T4.P,SeqCenter_2026-05-26_QUO1022807,B10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.1,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,1,4,P,verABLib_large,A78,B3,A78-B3,40
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.2.T3.P,SeqCenter_2026-05-26_QUO1022807,C10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.2,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,2,3,P,verABLib_large,A145,B30,A145-B30,1
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.2.T3.P,SeqCenter_2026-05-26_QUO1022807,C10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.2,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,2,3,P,verABLib_large,A81,B18,A81-B18,10
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.2.T3.P,SeqCenter_2026-05-26_QUO1022807,C10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.2,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,2,3,P,verABLib_large,A81,B30,A81-B30,148
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.2.T4.P,SeqCenter_2026-05-26_QUO1022807,C10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.2,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,2,4,P,verABLib_large,A81,B18,A81-B18,20
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.2.T4.P,SeqCenter_2026-05-26_QUO1022807,C10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.2,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,2,4,P,verABLib_large,A81,B30,A81-B30,176
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T13.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,13,P,verABLib_large,A153,B137,A153-B137,1
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T13.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,13,P,verABLib_large,A153,B77,A153-B77,21
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T13.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,13,P,verABLib_large,A185,B26,A185-B26,8
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T13.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,13,P,verABLib_large,A196,B168,A196-B168,40
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T13.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,13,P,verABLib_large,A20,B95,A20-B95,1
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T13.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,13,P,verABLib_large,A63,B40,A63-B40,1
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T13.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,13,P,verABLib_large,A78,B3,A78-B3,16
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T13.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,13,P,verABLib_large,A81,B51,A81-B51,71
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T13.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,13,P,verABLib_large,A83,B104,A83-B104,1
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T13.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,13,P,verABLib_large,A83,B151,A83-B151,25
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T13.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,13,P,verABLib_large,A90,B150,A90-B150,1
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T13.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,13,P,verABLib_large,A96,B26,A96-B26,1
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T13.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,13,P,verABLib_large,A96,B3,A96-B3,1
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A152,B154,A152-B154,5
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A153,B137,A153-B137,7
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A153,B77,A153-B77,4
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A16,B161,A16-B161,2
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A185,B26,A185-B26,3
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A196,B168,A196-B168,10
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A63,B40,A63-B40,1
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A78,B3,A78-B3,17
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A81,B101,A81-B101,1
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A81,B165,A81-B165,1
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A81,B51,A81-B51,16
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A81,B61,A81-B61,4
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A83,B151,A83-B151,25
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A90,B2,A90-B2,2
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3.T3.P,SeqCenter_2026-05-26_QUO1022807,D10,TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,TFMN4,exp2,ACN3788,concX_smallLib_PCR_DpnI_cleanup,3,3,P,verABLib_large,A96,B26,A96-B26,1
